  -4.070518     -0.2571839      -2.165247    
  -6.786535       6.130284     -0.8234984    
  -3.289693       6.807152       3.532900    
   5.779327       7.343838      -1.942521    
   7.785821      -4.080858       1.026201    
  -2.181472      -6.841513      -3.888437    
   8.784676      0.4643881      0.3893423    
   6.244782      -2.313135      0.7285237    
   2.820710      -3.641031       3.074911    
  -2.045610      -5.210824     -0.3361529    
  0.4502535      -2.371374       5.463480    
  -1.472315       4.761418       6.107349    
  -7.971415       1.600877     -0.4619336    
   3.277085       6.215893      -6.776595    
  -2.013232       9.438151      -2.281446    
   3.853832      0.1349390       2.097698    
   5.886133      -2.751355      -6.488222    
   4.253149      0.3466570      -8.184705    
 -0.3923684      -1.853421      -2.489259    
  -4.605455       1.313765       6.305999    
   4.748285      -4.072722       2.863851    
   4.313703       3.957492      -1.778626    
  -5.909929      0.5147052      -6.976426    
  0.6761944      -6.146366       4.007483    
  0.1108754      -3.220235       3.455116    
   2.032406       8.981977      -2.337400    
  -1.684105       6.213264      -7.419601    
  -3.227234      0.8298087       7.599742    
   3.829057      -4.224857     -0.6409150    
   6.400807      -1.762723       3.708946    
   4.190679       2.437286      -2.955430    
   4.040002       5.091711      -2.758091    
   3.628671      -2.840629      -5.454455    
  -5.516191      -3.850694       1.545740    
  -6.810143      -3.834531       2.840278    
  -2.057119      -5.616145       2.024907    
  -6.335649      -2.988691       1.170036    
   1.380354      0.7610059      -9.386635    
   5.438328       4.076134       1.104105    
  -7.911681       5.616961       2.028483    
  -1.525036       1.853690      -7.135731    
   5.193800     -0.5319846       4.211884    
  0.3362644       4.703408       1.274000    
   4.619866       2.940216       5.243946    
  -4.702531       4.120790       1.892029    
   5.800045       1.911949     -0.5481124    
   1.141071       6.205161       4.204116    
  -3.326003       3.301368     -9.3321204E-02
  -2.355870      -7.535436       3.854307    
  -2.319847      0.6569946       8.534036    
   1.523020       8.082211       4.833068    
 -0.7831401     -0.4478812      -7.094126    
  -4.900903       1.908929       1.265783    
  -1.607390      -8.916898      -2.300644    
   2.609048       7.849521      -3.159149    
   2.270167       6.897868      -4.429939    
   5.274586      -7.405180       2.149445    
   1.490927      -4.004103       8.594489    
  -2.876894      -2.534976      -1.187358    
  -1.641862       1.962574      -1.269069    
   1.736733       2.872261      -7.923394    
   4.434550      -1.728896       4.286142    
   2.373140      0.9918272      -1.894017    
   2.903174       4.044467      -1.743433    
  -7.206994       2.156097     -0.5280793    
   5.233079      -7.190949      -2.763542    
  -3.414623       7.608050      -1.514579    
   1.265329       3.559465       2.345626    
  0.9108710     -0.5530894       4.878020    
   2.931565      -4.113324       8.140799    
   3.465501      -3.739651       5.133180    
   4.463165       2.248511      -4.384223    
   3.094805       7.426364      -1.992803    
  -1.556535       8.096448       2.565336    
   2.557545      -3.190775      -5.172645    
   3.695880       3.244916       7.029175    
   2.099304       8.316109      0.8415353    
  7.1077347E-02  -2.341853       3.616320    
   2.136562       8.713542      0.2160835    
 -0.5357230       1.349281       1.699508    
 -0.8864444      7.2679520E-02  -2.141755    
   1.435120      -2.916842       6.023770    
  -6.464379       6.332247      -2.585051    
  0.5412364      -6.378966       3.408824    
  -1.511931      -3.139994      -4.310233    
   3.684273       6.164537      -5.532790    
   5.402789     -0.8742619       5.987427    
  -8.646406      -2.096021      0.1472878    
  0.6874192       2.645763      -1.669080    
  0.8271253      -5.120932      -4.344598    
  -1.900945      -5.452374      -7.664278    
  -7.430945     -5.2528977E-02  -3.743616    
   4.633992      -1.761578       3.072306    
  -1.531410      -5.423151       4.021418    
  -2.560775      -7.746869      -1.508289    
   3.083086       6.084051       4.187337    
   2.725767      -9.138739      -2.362003    
   8.601080      -3.247418     -0.3797257    
  -2.315710      -7.819049      -4.444896    
 -0.1768714      -8.384878      -3.465933    
  -4.705115      -2.803230     -0.1465952    
  -2.963690     -0.4982132      -9.125341    
   1.966339      -5.078349       6.062807    
  1.4113188E-02  -4.495783      -8.442994    
   5.744161     -0.4720986       4.265533    
  -2.091985      -5.101531      -5.586051    
   2.176108      -1.239484      -6.009451    
  -2.489222      -5.668997      -1.924300    
   4.606925      0.5644560      -3.016662    
  -1.575532       1.717184      0.8890247    
  -3.215286       1.654346       4.106155    
   2.708328       7.369547     -0.9842294    
  -5.788359      -2.216455      -5.238468    
  -4.648605       2.249659      -3.139689    
   5.945908      0.3696167       7.726510    
  -6.214074      -7.432240      0.9796345    
   3.452473       1.078479       9.313153    
  -5.675876      -1.937876       1.194761    
  -2.619586      -8.137236      -2.248731    
  -3.579216       4.942907      -3.135445    
   3.399770       2.226251      -1.493428    
  -7.483041       1.509807       3.463593    
  -5.118711       5.631514      -6.114159    
  -6.523939      0.6257725      -2.847097    
  -2.032678      -3.030499      -8.818575    
  -1.704459      -7.760078       3.047991    
  -1.987390       2.369624      -7.934355    
 -0.4556346      -2.453633      -3.237267    
  -3.768778      -4.456025       6.170067    
  -3.168608       8.109914       3.587855    
   3.256131      -4.365248       1.349850    
   8.313816       3.853853      -1.248761    
   3.006022       2.731586       4.290936    
   3.144314       2.498037      -2.329851    
   4.954448      -3.873972       5.999168    
  -1.402953       1.140764      -5.905503    
   7.360899      0.6612718     -0.5685008    
  -4.026001     -0.6617558       7.339792    
 -0.5532867      -4.860766      -7.984871    
   7.410136      -4.682041       1.043433    
   5.910170      -3.458929       3.492646    
  -9.261859      -2.331839      -1.118070    
  1.1649132E-02   2.070332       5.678406    
   1.331702      -4.839227      -8.311741    
  -1.207582       5.584042      -6.147854    
